day,time_to_change_hours,Team,Service
2023-12-07 00:00:00.000000,1,itcm,comment-ui--07935f4f
2024-01-04 00:00:00.000000,677,itcm,comment-ui--07935f4f
2024-01-04 00:00:00.000000,677,itcm,comment-ui--07935f4f
2023-12-08 00:00:00.000000,26,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,26,itcm,agreement-search--a2a7dafd
2024-01-03 00:00:00.000000,658,itcm,agreement-search--3f05ae50
2024-01-03 00:00:00.000000,658,itcm,agreement-search--a2a7dafd
2023-12-12 00:00:00.000000,141,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,143,itcm,claims-backend--afc52189
2024-01-03 00:00:00.000000,672,itcm,api-management--dbbe9028
2024-01-03 00:00:00.000000,672,itcm,api-management--1e2c252f
2023-12-27 00:00:00.000000,505,itcm,claims-backend--c3cc11bd
2023-12-27 00:00:00.000000,505,itcm,claims-backend--afc52189
2023-12-08 00:00:00.000000,27,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,27,itcm,agreement-search--a2a7dafd
2023-12-08 00:00:00.000000,27,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,27,itcm,agreement-search--a2a7dafd
2023-12-08 00:00:00.000000,27,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,27,itcm,agreement-search--a2a7dafd
2023-12-08 00:00:00.000000,28,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,28,itcm,agreement-search--a2a7dafd
2023-12-12 00:00:00.000000,144,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,146,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,144,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,146,itcm,claims-backend--afc52189
2023-12-08 00:00:00.000000,30,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,30,itcm,agreement-search--a2a7dafd
2023-12-06 00:00:00.000000,2,itcm,api-management--dbbe9028
2023-12-06 00:00:00.000000,2,itcm,api-management--1e2c252f
2023-12-08 00:00:00.000000,31,itcm,agreement-masterdata--1cd05173
2023-12-08 00:00:00.000000,31,itcm,agreement-masterdata--59e37975
2023-12-08 00:00:00.000000,32,itcm,agreement-masterdata--1cd05173
2023-12-08 00:00:00.000000,32,itcm,agreement-masterdata--59e37975
2023-12-06 00:00:00.000000,5,itcm,agreement-masterdata--1cd05173
2023-12-06 00:00:00.000000,5,itcm,agreement-masterdata--59e37975
2023-12-06 00:00:00.000000,21,itcm,agreement-masterdata--1cd05173
2023-12-06 00:00:00.000000,21,itcm,agreement-masterdata--59e37975
2023-12-12 00:00:00.000000,163,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,165,itcm,claims-backend--afc52189
2023-12-06 00:00:00.000000,21,itcm,agreement-masterdata--1cd05173
2023-12-06 00:00:00.000000,21,itcm,agreement-masterdata--59e37975
2023-12-12 00:00:00.000000,163,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,165,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,163,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,165,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,164,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,166,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,164,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,166,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,164,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,166,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,166,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,168,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,166,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,168,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,169,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,171,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,170,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,172,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,181,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,183,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,181,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,183,itcm,claims-backend--afc52189
2024-05-07 00:00:00.000000,3692,itcm,claims-backend--afc52189
2024-05-07 00:00:00.000000,3692,itcm,claims-backend--c3cc11bd
2024-05-07 00:00:00.000000,3692,itcm,claims-backend--afc52189
2024-05-07 00:00:00.000000,3692,itcm,claims-backend--c3cc11bd
2023-12-27 00:00:00.000000,547,itcm,claims-backend--c3cc11bd
2023-12-27 00:00:00.000000,547,itcm,claims-backend--afc52189
2023-12-27 00:00:00.000000,547,itcm,claims-backend--c3cc11bd
2023-12-27 00:00:00.000000,547,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,185,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,187,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,186,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,188,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,186,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,188,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,186,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,188,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,187,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,188,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,188,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,190,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,188,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,190,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,188,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,190,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,188,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,190,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,190,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,192,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,191,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,193,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,192,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,193,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,192,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,194,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,192,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,194,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,193,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,195,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,193,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,195,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,194,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,196,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,207,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,209,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,209,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,211,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,258,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,260,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,259,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,261,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,259,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,261,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,260,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,262,itcm,claims-backend--afc52189
2023-12-08 00:00:00.000000,147,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,147,itcm,agreement-search--a2a7dafd
2023-12-12 00:00:00.000000,261,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,263,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,262,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,264,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,262,itcm,claims-backend--c3cc11bd
