day,deployments,Team,Service
2023-12-05 00:00:00.000000,5bda6d85-0bc3-4125-913e-50068c007b2c,itcm,All Services
2024-01-22 00:00:00.000000,e4bb52c3-3e91-4b53-87ea-50b7e85e15a1,cic,All Services
2024-05-08 00:00:00.000000,e23edf54-28ae-42c5-b60a-cc9ed37c2730,itcm,All Services
2023-10-11 00:00:00.000000,d58b5d4b-f31d-4aaf-9819-8c77dd8bb6e6,cic,All Services
2023-12-27 00:00:00.000000,ce1fee80-f494-4239-bf5d-766ae332c057,itcm,All Services
2024-04-11 00:00:00.000000,c3534469-469a-413a-a343-fbecf015ed8b,itcm,All Services
2023-12-08 00:00:00.000000,e0d768cf-58ed-4aa5-87d6-6000ae4bd537,itcm,All Services
2023-12-12 00:00:00.000000,a12e8770-2aaf-46f1-9503-ce006b3ff795,itcm,All Services
2023-09-27 00:00:00.000000,d0205e50-c5d4-4930-b31f-0da195b30d2f,cic,All Services
2024-05-16 00:00:00.000000,5b7b77e5-e28c-45ab-8abf-17258135f0f2,itcm,All Services
2024-01-19 00:00:00.000000,179ad8b4-ac46-4341-afb4-fbaacba41532,itcm,All Services
2023-12-14 00:00:00.000000,0bfc4b7d-2ac1-41b5-883c-f22a2ab241d6,itcm,All Services
2024-05-16 00:00:00.000000,10e18c3d-2453-45c5-8971-1310e95f52d1,itcm,All Services
2024-04-11 00:00:00.000000,f70ec013-b7a2-4ccc-913f-53d9491d9018,itcm,All Services
2024-03-07 00:00:00.000000,0f2d18fa-aff7-4f0b-842e-e250955644f3,itcm,All Services
2024-01-12 00:00:00.000000,94c6adc2-bb14-40ae-9725-f2ad323cb309,itcm,All Services
2023-11-08 00:00:00.000000,ef467c68-0bd7-47d2-b920-a26dce05da8f,cic,All Services
2024-03-27 00:00:00.000000,510f2696-8e5e-476c-aa3a-68faabf67118,itcm,All Services
2024-05-08 00:00:00.000000,64900878-48e1-4785-bff4-88f204db7613,itcm,All Services
2024-04-30 00:00:00.000000,3bc83dc8-497d-45d2-9ccf-2926fe563ab9,itcm,All Services
2024-04-30 00:00:00.000000,fd819265-2a5f-491c-bfc3-6e7e3f7a51ac,itcm,All Services
2023-12-28 00:00:00.000000,d530f7ad-72c7-43cb-8752-41f81ff64dc6,itcm,All Services
2024-01-09 00:00:00.000000,42393489-d724-48a3-958c-137cf7009b53,itcm,All Services
2024-02-21 00:00:00.000000,45c52fc5-8cc8-4c97-a9d8-d859658dcf01,itcm,All Services
2024-05-08 00:00:00.000000,54858161-b389-4f35-8956-c292fff8279c,itcm,All Services
2024-04-08 00:00:00.000000,c8633bcc-d5cc-4937-b5d5-028b03e167f5,itcm,All Services
2024-05-16 00:00:00.000000,01ca95a4-95b8-473b-8d08-7f5c41f782da,itcm,All Services
2024-01-19 00:00:00.000000,0a354516-508c-4897-a0c1-b8ea9068c11a,itcm,All Services
2023-09-25 00:00:00.000000,72be40e0-4892-44ff-9fb8-6d47b6ab6bb8,cic,All Services
2023-08-24 00:00:00.000000,1306488b-3389-4657-9872-3763d5671cd8,cic,All Services
2024-01-16 00:00:00.000000,daa0ce1a-9244-42ad-abe1-0ce15f2735eb,itcm,All Services
2023-12-12 00:00:00.000000,0fb60086-0721-42e4-8122-5b1d0926da0b,cic,All Services
2023-12-13 00:00:00.000000,ccaa94f1-c301-46a0-8cf6-6219cd9635de,itcm,All Services
2024-04-08 00:00:00.000000,8916f44d-f396-4bb5-a50d-c7c2964bef69,itcm,All Services
2023-12-11 00:00:00.000000,bee2c5d5-b7ee-4aed-afeb-2404b07713d2,itcm,All Services
2024-04-30 00:00:00.000000,68eb34ce-64e5-46bd-a97e-f8d6e1250c85,itcm,All Services
2024-01-17 00:00:00.000000,d895ee5f-a592-4a43-8f1a-e1b354fc554f,itcm,All Services
2024-02-24 00:00:00.000000,bac32123-7348-4d88-a04b-9d40d6f82b16,itcm,All Services
2024-05-06 00:00:00.000000,e46474bd-9c92-4a8b-8b15-2ba8d47c2183,itcm,All Services
2024-04-17 00:00:00.000000,4d957af8-3a98-44dd-a2af-0398bd93fabb,itcm,All Services
