day,time_to_change_hours,Team,Service
2024-01-22 00:00:00.000000,1084,cic,rgo-promotion-plan--509f47ee
2024-05-01 00:00:00.000000,3485,itcm,recommend-promotions--4fdf3d83
2024-05-02 00:00:00.000000,3507,itcm,recommend-promotions--bacf43ea
2023-12-20 00:00:00.000000,278,itcm,hierarchy-masterdata--3b938b2a
2023-12-20 00:00:00.000000,278,itcm,hierarchy-masterdata--2ef8368b
2023-12-11 00:00:00.000000,70,itcm,claims-settlement--08b33026
2023-12-12 00:00:00.000000,95,itcm,claims-settlement--c3dc63d4
2023-12-12 00:00:00.000000,95,itcm,claims-settlement--08b33026
2023-12-11 00:00:00.000000,70,itcm,claims-settlement--08b33026
2024-01-22 00:00:00.000000,1089,cic,rgo-promotion-plan--509f47ee
2024-01-16 00:00:00.000000,947,cic,lcea-biz--0d8153fe
2023-12-13 00:00:00.000000,112,cic,integration-config--f6aa1c4e
2024-01-16 00:00:00.000000,948,cic,lcea-biz--0d8153fe
2023-12-12 00:00:00.000000,93,cic,forecast-api-service--06aa3cd2
2024-01-22 00:00:00.000000,1090,cic,rgo-promotion-plan--509f47ee
2024-01-22 00:00:00.000000,1090,cic,rgo-promotion-plan--509f47ee
2023-12-12 00:00:00.000000,98,itcm,user-configuration--bf13c325
2023-12-12 00:00:00.000000,98,itcm,user-configuration--1866a7ac
2023-12-12 00:00:00.000000,99,itcm,integration-log--623ee7f3
2023-12-12 00:00:00.000000,99,itcm,integration-log--9372c7d7
2023-12-12 00:00:00.000000,98,itcm,sales-org--baa77ab8
2023-12-12 00:00:00.000000,98,itcm,sales-org--bba56157
2023-12-12 00:00:00.000000,97,cic,forecast-api-service--06aa3cd2
2024-01-16 00:00:00.000000,953,cic,lcea-biz--0d8153fe
2024-01-22 00:00:00.000000,1098,cic,rgo-customer-service--93b9b9a6
2023-12-12 00:00:00.000000,100,itcm,notification-push--b94c6f0e
2023-12-12 00:00:00.000000,100,itcm,notification-push--5d8ceb6f
2023-12-12 00:00:00.000000,103,itcm,business-support-system--6845d44a
2024-01-16 00:00:00.000000,954,cic,lcea-biz--0d8153fe
2023-12-12 00:00:00.000000,101,itcm,company-configuration--63007908
2023-12-12 00:00:00.000000,101,itcm,company-configuration--e9380333
2023-12-12 00:00:00.000000,103,itcm,ar-open-item--f1bc2bf6
2023-12-12 00:00:00.000000,103,itcm,ar-open-item--06814a70
2023-12-12 00:00:00.000000,101,itcm,customer-masterdata--bfc212d6
2023-12-12 00:00:00.000000,101,itcm,customer-masterdata--68877f38
2023-12-11 00:00:00.000000,91,eureka,document-library--27f08bac
2023-12-11 00:00:00.000000,91,eureka,document-library--78820e1d
2023-12-11 00:00:00.000000,91,eureka,document-library--27f08bac
2023-12-11 00:00:00.000000,91,eureka,document-library--78820e1d
